,Unnamed: 0,s3ic_id,num_dep,region,department,city,name,lat,lon,last_inspection,regime,seveso,family,active,code_postal,code_insee,code_naf
18827,21109,0065.04895,91,ILE DE FRANCE,ESSONNE,ST CHERON,CMC MATERIALS UPC SAS (ex KMG),634072,6827216,2020-07-22,A,SH,Industries,En fonctionnement,91530,91540,
18828,21110,0065.04901,91,ILE DE FRANCE,ESSONNE,ST ESCOBILLE,LA FLORENTAISE,623740,6814190,2019-03-26,A,NS,Industries,En fonctionnement,91410,91547,08.92Z
18829,21111,0065.04908,91,ILE DE FRANCE,ESSONNE,STE GENEVIEVE DES BOIS,BEAULIEU PROPERTIES ,650783,6835795,2021-02-09,E,NS,Industries,En fonctionnement,91700,91549,
18830,21112,0065.04925,91,ILE DE FRANCE,ESSONNE,STE GENEVIEVE DES BOIS,MILESI VERNIS,651090,6836099,2021-02-09,E,NS,Industries,En fonctionnement,91700,91549,20.30Z
18831,21113,0065.04939,91,ILE DE FRANCE,ESSONNE,STE GENEVIEVE DES BOIS,CITH (circuits imprimés THIERRY),651400,6835993,2020-05-28,E,NS,Industries,En fonctionnement,91700,91549,26.12Z
18832,21114,0065.04942,91,ILE DE FRANCE,ESSONNE,ST GERMAIN LES ARPAJON,LIDL,646872,6832860,2015-01-30,E,NS,Industries,En fonctionnement,91180,91552,70.10Z
18833,21115,0065.04964,91,ILE DE FRANCE,ESSONNE,ST GERMAIN LES ARPAJON,LABORD SAS,646999,6832897,2020-10-07,E,NS,Industries,En fonctionnement,91180,91552,
18834,21116,0065.04965,91,ILE DE FRANCE,ESSONNE,ST GERMAIN LES ARPAJON,COMUS,646932,6832545,2019-11-07,E,NS,Industries,En fonctionnement,91180,91552,20.30Z
18835,21117,0065.04996,91,ILE DE FRANCE,ESSONNE,ST MICHEL SUR ORGE,ENGIE COFELY,650351,6837061,2019-03-06,E,NS,Industries,En fonctionnement,91240,91570,
18836,21118,0065.05010,91,ILE DE FRANCE,ESSONNE,SAINTRY SUR SEINE,JOC AUTO ,663311,6832361,2020-10-01,E,NS,Industries,En fonctionnement,91250,91577,38.32Z
18837,21119,0065.05050,91,ILE DE FRANCE,ESSONNE,WISSOUS,TRANSGOURMET OPERATIONS,649764,6847825,2021-01-11,E,NS,Industries,En fonctionnement,91320,91689,
18838,21120,0065.05063,91,ILE DE FRANCE,ESSONNE,VARENNES JARCY,VARENNES PIECES AUTOS ,668266,6843039,2019-01-29,E,NS,Industries,En fonctionnement,91480,91631,
18839,21121,0065.05082,91,ILE DE FRANCE,ESSONNE,VERT LE GRAND,SEMARIV,655082,6832214,2020-06-11,A,NS,Industries,En fonctionnement,91810,91648,38.21Z
18840,21122,0065.05086,91,ILE DE FRANCE,ESSONNE,VERT LE GRAND,VERMILLON REP,651556,6829979,2019-12-11,A,SB,Industries,En fonctionnement,91810,91648,06.10Z
18841,21123,0065.05094,91,ILE DE FRANCE,ESSONNE,VERT LE PETIT,PMC ISOCHEM,652386,6826877,2021-01-11,A,SH,Industries,En fonctionnement,91710,91649,
18842,21124,0065.05098,91,ILE DE FRANCE,ESSONNE,VERT LE PETIT,ARIANEGROUP (ex HERAKLES),653074,6826637,2020-05-28,A,SH,Industries,En fonctionnement,91710,91649,
18843,21125,0065.05126,91,ILE DE FRANCE,ESSONNE,VIGNEUX SUR SEINE,SMS ex MATRIF,658617,6846963,2017-06-20,E,NS,Industries,En fonctionnement,91270,91657,
18844,21127,0065.05130,91,ILE DE FRANCE,ESSONNE,VIGNEUX SUR SEINE,CONCORDIA ENERGIE,657084,6845469,2021-01-19,E,NS,Industries,En fonctionnement,91270,91657,
18845,21129,0065.05136,91,ILE DE FRANCE,ESSONNE,VILLABE,TORRENS,658603,6832618,,E,NS,Industries,En fonctionnement,91100,91659,
18846,21130,0065.05143,91,ILE DE FRANCE,ESSONNE,VILLABE,INAPA ,660311,6832891,2017-04-25,A,NS,Industries,En fonctionnement,91100,91659,
18847,21131,0065.05148,91,ILE DE FRANCE,ESSONNE,VILLEBON SUR YVETTE,JM BRUNEAU,641664,6843619,2020-11-05,A,NS,Industries,En fonctionnement,91140,91661,
18848,21132,0065.05160,91,ILE DE FRANCE,ESSONNE,VILLEBON SUR YVETTE,QUARTZ PROPERTIES,642567,6843813,2015-12-15,E,NS,Industries,En fonctionnement,91140,91661,82.99Z
18849,21133,0065.05176,91,ILE DE FRANCE,ESSONNE,LA VILLE DU BOIS,CARREFOUR ,646597,6841161,2021-01-26,E,NS,Industries,En fonctionnement,91620,91665,
18850,21134,0065.05185,91,ILE DE FRANCE,ESSONNE,VILLEJUST,SIOM,642324,6843043,2021-01-07,A,NS,Industries,En fonctionnement,91140,91666,
18851,21135,0065.05195,91,ILE DE FRANCE,ESSONNE,VILLIERS SUR ORGE,DECAP 91 ,648040,6840509,2017-09-05,E,NS,Industries,En fonctionnement,91700,91685,25.61Z
18852,21136,0065.05196,91,ILE DE FRANCE,ESSONNE,VIRY CHATILLON,RENAULT SPORT,653756,6840298,2020-06-10,A,NS,Industries,En fonctionnement,91170,91687,
18853,21137,0065.05206,91,ILE DE FRANCE,ESSONNE,VIRY CHATILLON,SNC SEH LECLERC VIRYDIS,654095,6840572,2019-05-22,E,NS,Industries,En fonctionnement,91170,91687,
18854,21138,0065.05237,91,ILE DE FRANCE,ESSONNE,VIRY CHATILLON,ENGIE Agence Ile de France Est/Champagne,653918,6839931,2019-02-07,E,NS,Industries,En fonctionnement,91170,91687,
18855,21139,0065.05248,91,ILE DE FRANCE,ESSONNE,WISSOUS,CYRUS ONE,649982,6848215,2016-04-07,E,NS,Industries,En fonctionnement,91320,91689,
18856,21140,0065.05256,91,ILE DE FRANCE,ESSONNE,WISSOUS,PREST-LOGISTIQUE,651013,6848131,2018-02-14,A,NS,Industries,En fonctionnement,91320,91689,
18857,21141,0065.05259,91,ILE DE FRANCE,ESSONNE,WISSOUS,PAPREC CHANTIER,651475,6849079,2019-03-06,A,NS,Industries,En fonctionnement,91320,91689,
18858,21142,0065.05294,91,ILE DE FRANCE,ESSONNE,LES ULIS,VREP Les Ulis ( ex SEGRO)  (FRANCE),641395,6842533,2018-11-09,E,NS,Industries,En fonctionnement,91940,91692,
18859,21143,0065.05306,91,ILE DE FRANCE,ESSONNE,LES ULIS,LFB Biomédicaments,640798,6843074,2020-11-24,A,NS,Industries,En fonctionnement,91940,91692,
18860,21144,0065.05307,91,ILE DE FRANCE,ESSONNE,LES ULIS,ENERLIS,639532,6842070,2019-02-20,A,NS,Industries,En fonctionnement,91940,91692,35.30Z
18861,21145,0065.05317,91,ILE DE FRANCE,ESSONNE,LES ULIS,SYSTRONIC,641019,6842822,2016-10-13,E,NS,Industries,En fonctionnement,91940,91692,26.12Z
18862,21146,0065.05334,95,ILE DE FRANCE,VAL D'OISE,ARGENTEUIL,Société JR,644788,6872860,2020-06-11,A,NS,Industries,En fonctionnement,95100,95018,25.61Z
18863,21147,0065.05345,95,ILE DE FRANCE,VAL D'OISE,ARGENTEUIL,NOVERGIE Ile-de-France CVE d'argenteuil,641806,6873434,2020-07-27,A,NS,Industries,En fonctionnement,95100,95018,
18864,21149,0065.05364,95,ILE DE FRANCE,VAL D'OISE,ARGENTEUIL,COVED INDUSTRIE § SERVICES,642396,6872366,2019-11-08,A,NS,Industries,En fonctionnement,95100,95018,
18865,21150,0065.05365,95,ILE DE FRANCE,VAL D'OISE,ARGENTEUIL,STEG ,643473,6870085,2018-02-12,A,NS,Industries,En fonctionnement,95100,95018,25.61Z
18866,21152,0065.05380,95,ILE DE FRANCE,VAL D'OISE,ARGENTEUIL,RICHARD ANDRE,642242,6872908,2018-09-11,E,NS,Industries,En fonctionnement,95100,95018,25.61Z
18867,21153,0065.05388,95,ILE DE FRANCE,VAL D'OISE,ARGENTEUIL,REVIVAL,644442,6872889,2018-10-18,A,NS,Industries,En fonctionnement,95100,95018,38.32Z
18868,21154,0065.05410,95,ILE DE FRANCE,VAL D'OISE,ARGENTEUIL,HOLMAERTSRC,644136,6870891,2015-03-26,E,NS,Industries,En fonctionnement,95100,95018,38.32Z
18869,21155,0065.05421,95,ILE DE FRANCE,VAL D'OISE,ARGENTEUIL,DASSAULT AVIATION,643322,6870617,2019-11-26,A,NS,Industries,En fonctionnement,95100,95018,
18870,21156,0065.05440,95,ILE DE FRANCE,VAL D'OISE,ATTAINVILLE,AGORA,652057,6886175,2014-03-20,A,NS,Industries,En fonctionnement,95570,95028,46.21Z
18871,21157,0065.05453,95,ILE DE FRANCE,VAL D'OISE,BEAUCHAMP,SILAR ,642144,6878655,2018-03-07,A,SB,Industries,En fonctionnement,95250,95051,20.12Z
18872,21158,0065.05467,95,ILE DE FRANCE,VAL D'OISE,BERNES SUR OISE,ERGER,649188,6895041,2020-09-24,A,NS,Industries,En fonctionnement,95340,95058,38.32Z
18873,21159,0065.05476,95,ILE DE FRANCE,VAL D'OISE,BESSANCOURT,METAUX 116 SOREVO ENVIRONNEMENT,640443,6881417,2021-03-09,A,NS,Industries,En fonctionnement,95550,95060,38.32Z
18874,21160,0065.05480,95,ILE DE FRANCE,VAL D'OISE,BEZONS,A LA CASSE AUTO JJ (RUE D.CASANOVA),643349,6870250,2019-06-11,E,NS,Industries,En fonctionnement,95870,95063,
18875,21161,0065.05483,95,ILE DE FRANCE,VAL D'OISE,BEZONS,M.A.J. Elis,642212,6869207,2015-06-04,E,NS,Industries,En fonctionnement,95870,95063,77.29Z
18876,21162,0065.05516,95,ILE DE FRANCE,VAL D'OISE,BEZONS,TENCATE GEOSYNTHETICS FRANCE,642086,6869093,2018-03-06,A,NS,Industries,En fonctionnement,95873,95063,13.95Z
18877,21163,0065.05518,95,ILE DE FRANCE,VAL D'OISE,BEZONS,SDPM DECORAT. PROTECT. METAUX,642361,6869184,2020-06-29,A,NS,Industries,En fonctionnement,95870,95063,25.61Z
18878,21164,0065.05519,95,ILE DE FRANCE,VAL D'OISE,BEZONS,PROTEC INDUSTRIE,643473,6870085,2020-10-20,A,SB,Industries,En fonctionnement,95870,95063,25.61Z
18879,21165,0065.05536,95,ILE DE FRANCE,VAL D'OISE,BONNEUIL EN FRANCE,STANDARDAERO,657986,6874422,2021-01-15,A,NS,Industries,En fonctionnement,95500,95088,
18880,21166,0065.05558,95,ILE DE FRANCE,VAL D'OISE,BRUYERES SUR OISE,SCAPNOR,651526,6894813,2019-05-16,A,NS,Industries,En fonctionnement,95820,95116,46.17A
18881,21167,0065.05563,95,ILE DE FRANCE,VAL D'OISE,CERGY,HAMMERSON PROPERTY MANAGEMENT (ex CC 3 F,632865,6882418,2016-03-18,E,NS,Industries,En fonctionnement,95000,95127,
18882,21168,0065.05574,95,ILE DE FRANCE,VAL D'OISE,CHAMPAGNE SUR OISE,TRI-OR. GENERIS/ONYX,645625,6893799,2019-03-14,A,NS,Industries,En fonctionnement,95660,95134,38.21Z
18883,21169,0065.05581,95,ILE DE FRANCE,VAL D'OISE,CHENNEVIERES LES LOUVRES,TRAPIL CHENNEVIERES,666905,6881915,2019-02-08,A,NS,Industries,En fonctionnement,95380,95154,49.50Z
18884,21170,0065.05582,95,ILE DE FRANCE,VAL D'OISE,CHENNEVIERES LES LOUVRES,SMCA Manutention Carburant Aviation,667276,6882084,2020-07-23,A,SH,Industries,En fonctionnement,95380,95154,52.10B
18885,21171,0065.05584,95,ILE DE FRANCE,VAL D'OISE,CORMEILLES EN PARISIS,PLACOPLATRE SA,642163,6874252,2019-08-01,A,NS,Industries,En fonctionnement,95240,95176,
18886,21172,0065.05585,95,ILE DE FRANCE,VAL D'OISE,CORMEILLES EN PARISIS,LEBRET SEDEL  ,642161,6874189,,A,NS,Industries,En fonctionnement,95240,95176,
18887,21174,0065.05630,95,ILE DE FRANCE,VAL D'OISE,ERAGNY,SECOND EURO INDUSTRIAL PROPERTIES FIGEMI,635193,6880882,2017-04-27,E,NS,Industries,En fonctionnement,95610,95218,
18888,21175,0065.05631,95,ILE DE FRANCE,VAL D'OISE,ERAGNY,CEPL (EX SONY FRANCE),634861,6881068,2020-07-10,A,NS,Industries,En fonctionnement,95610,95218,
18889,21176,0065.05632,95,ILE DE FRANCE,VAL D'OISE,ERAGNY,ERAGNY 95 (ex AMF - ex RENAULT),634634,6881372,2021-03-08,E,NS,Industries,En fonctionnement,95610,95218,
18890,21177,0065.05672,95,ILE DE FRANCE,VAL D'OISE,FRANCONVILLE,SEFIR - ENGIE Réseaux,644364,6876237,2019-02-15,E,NS,Industries,En fonctionnement,95130,95252,
18891,21178,0065.05673,95,ILE DE FRANCE,VAL D'OISE,FRANCONVILLE,SEFIR - ENGIE Réseaux,644571,6876307,2019-02-15,E,NS,Industries,En fonctionnement,95130,95252,
18892,21179,0065.05700,95,ILE DE FRANCE,VAL D'OISE,GENICOURT,ALTERNAE (ex LETICO),631286,6888579,2019-06-26,A,NS,Industries,En fonctionnement,95650,95271,46.21Z
18893,21180,0065.05701,95,ILE DE FRANCE,VAL D'OISE,GONESSE,ALCYON (ex SEGRO-ex MORY DUCROS-ex DHL),660489,6875772,2021-01-27,A,NS,Industries,En fonctionnement,95500,95277,
18894,21181,0065.05704,95,ILE DE FRANCE,VAL D'OISE,GONESSE,IVANHOE LOGISTIQUE GONESSE (exCER GALLIA,660529,6875604,2019-04-11,A,NS,Industries,En fonctionnement,95500,95277,
18895,21182,0065.05705,95,ILE DE FRANCE,VAL D'OISE,GONESSE,PERRIEN PIM (ex REISCH),660121,6876576,2021-01-29,A,NS,Industries,En fonctionnement,95500,95277,25.61Z
18896,21183,0065.05714,95,ILE DE FRANCE,VAL D'OISE,GONESSE,AUBRY ntv (ex AUBRY MOREAU),660024,6876519,2017-12-20,A,NS,Industries,En fonctionnement,95500,95277,
18897,21184,0065.05739,95,ILE DE FRANCE,VAL D'OISE,GOUSSAINVILLE,KENSINGTON FRANCE LOGISTICS (ex IPBM),659518,6880000,2020-09-07,A,NS,Industries,En fonctionnement,95190,95280,
18898,21185,0065.05742,95,ILE DE FRANCE,VAL D'OISE,GOUSSAINVILLE,ORIENCO (ex NOBLET LOGISTIQUE),660732,6880354,2016-03-10,A,NS,Industries,En fonctionnement,95190,95280,
18899,21186,0065.05745,95,ILE DE FRANCE,VAL D'OISE,GOUSSAINVILLE,SIRE STE INDUST.REVETEMENTS EL,660752,6879234,2020-03-10,E,NS,Industries,En fonctionnement,95190,95280,25.61Z
18900,21187,0065.05749,95,ILE DE FRANCE,VAL D'OISE,GOUSSAINVILLE,NAVILLOD   GOUSSAINVILLE,662785,6879354,2017-03-21,E,NS,Industries,En fonctionnement,95190,95280,46.77Z
18901,21188,0065.05771,95,ILE DE FRANCE,VAL D'OISE,GROSLAY,MULTI SERVICES AUTO,653397,6875882,2017-09-19,E,NS,Industries,En fonctionnement,95410,95288,
18902,21189,0065.05775,95,ILE DE FRANCE,VAL D'OISE,HERBLAY,SCI SOGELEC (BELLEVUES),635688,6880984,2020-11-26,E,NS,Industries,En fonctionnement,95220,95306,
18903,21190,0065.05786,95,ILE DE FRANCE,VAL D'OISE,HERBLAY,SEA SOCIETE D'EXPLOITATION AUT,638936,6878992,2020-07-31,E,NS,Industries,En fonctionnement,95220,95306,
18904,21192,0065.05836,95,ILE DE FRANCE,VAL D'OISE,MARINES,FLEX N GATE,624920,6894310,2021-03-04,A,NS,Industries,En fonctionnement,95640,95370,29.32Z
18905,21193,0065.05842,95,ILE DE FRANCE,VAL D'OISE,MARLY LA VILLE,SeD Société des Entrepôts & Distribution,664434,6888321,2021-02-15,A,NS,Industries,En fonctionnement,95670,95371,52.10B
18906,21195,0065.05850,95,ILE DE FRANCE,VAL D'OISE,MARLY LA VILLE,DISTRILUX(ex ELECTROLUX),664604,6886771,2019-05-13,A,NS,Industries,En fonctionnement,95670,95371,
18907,21196,0065.05851,95,ILE DE FRANCE,VAL D'OISE,MARLY LA VILLE,SCI MARLY (ex DELSEY),664532,6887821,2015-05-29,E,NS,Industries,En fonctionnement,95670,95371,52.10B
18908,21197,0065.05859,95,ILE DE FRANCE,VAL D'OISE,MERIEL,ETEX France Building (ex SINIAT=,641549,6886658,2018-10-02,A,NS,Industries,En fonctionnement,95630,95392,
18909,21198,0065.05861,95,ILE DE FRANCE,VAL D'OISE,MERY SUR OISE,MULTIMETAL (route de Sogonlles),639210,6884408,2019-10-01,A,NS,Industries,En fonctionnement,95540,95394,38.32Z
18910,21199,0065.05872,95,ILE DE FRANCE,VAL D'OISE,MONTLIGNON,VAL'HORIZON,648648,6880748,2019-09-10,A,NS,Industries,En fonctionnement,95680,95426,
18911,21201,0065.05906,95,ILE DE FRANCE,VAL D'OISE,NESLES LA VALLEE,LAUMONIER,639591,6891912,2015-02-16,E,NS,Industries,En fonctionnement,95690,95446,26.51B
18912,21202,0065.05910,95,ILE DE FRANCE,VAL D'OISE,NUCOURT,GRIFFINE ENDUCTION,616429,6895692,2019-10-02,A,NS,Industries,En fonctionnement,95420,95459,13.96Z
18913,21203,0065.05930,95,ILE DE FRANCE,VAL D'OISE,PERSAN,HUTCHINSON - Persan,646664,6894219,2020-12-15,A,NS,Industries,En fonctionnement,95340,95487,
18914,21204,0065.05935,95,ILE DE FRANCE,VAL D'OISE,PERSAN,CEFIVAL,647930,6894401,2019-05-15,A,NS,Industries,En fonctionnement,95340,95487,
18915,21205,0065.05940,95,ILE DE FRANCE,VAL D'OISE,PERSAN,SANITRA Services,648225,6895240,2021-02-25,A,NS,Industries,En fonctionnement,95340,95487,37.00Z
18916,21206,0065.05946,95,ILE DE FRANCE,VAL D'OISE,PERSAN,MAJ - EX GRENELLE SERVICE - BTS-,647554,6894142,2018-05-03,E,NS,Industries,En fonctionnement,95340,95487,77.29Z
18917,21207,0065.05947,95,ILE DE FRANCE,VAL D'OISE,PERSAN,T-T ELECTRIC,647365,6894016,2020-12-15,A,NS,Industries,En fonctionnement,95340,95487,
18918,21208,0065.05949,95,ILE DE FRANCE,VAL D'OISE,PIERRELAYE,LOGIGAZ NORD SAS,639537,6880236,2018-05-16,A,SB,Industries,En fonctionnement,95220,95488,
18919,21209,0065.05951,95,ILE DE FRANCE,VAL D'OISE,PIERRELAYE,SAS SPORT AUTO TZANOS PIERRELAYE,638530,6879533,2018-11-19,E,NS,Industries,En fonctionnement,95220,95488,93.12Z
18920,21210,0065.05955,95,ILE DE FRANCE,VAL D'OISE,PIERRELAYE,PICHETA,639338,6880063,2014-09-10,A,NS,Industries,En fonctionnement,95480,95488,
18921,21211,0065.05957,95,ILE DE FRANCE,VAL D'OISE,PIERRELAYE,MECACHIMIQUE,637097,6879570,2020-12-14,E,NS,Industries,En fonctionnement,95220,95488,25.50B
18922,21212,0065.05964,95,ILE DE FRANCE,VAL D'OISE,LE PLESSIS GASSOT,REP le Plessis-Gassot carrière,657003,6880693,2018-10-23,A,NS,Carrières,En fonctionnement,95720,95492,38.21Z
18923,21213,0065.05971,95,ILE DE FRANCE,VAL D'OISE,PONTOISE,Laboratoire CLARINS,632518,6883394,2020-09-23,A,NS,Industries,En fonctionnement,95300,95500,
18924,21214,0065.05987,95,ILE DE FRANCE,VAL D'OISE,ROISSY EN FRANCE,SDC ROISSY TREMBLAY (ex TELMMA),663864,6875612,2014-04-07,A,NS,Industries,En fonctionnement,95700,95527,
18925,21215,0065.05988,95,ILE DE FRANCE,VAL D'OISE,ROISSY EN FRANCE,PEC PYRAMID (ex SOPHIA GE ex L'OREAL)  ,664154,6876083,2015-09-24,E,NS,Industries,En fonctionnement,95700,95527,41.10B
18926,21216,0065.05991,95,ILE DE FRANCE,VAL D'OISE,ROISSY EN FRANCE,Syndicat copropriétaire (ex AKAI FRANCE),664237,6876525,2020-10-20,A,NS,Industries,En fonctionnement,95700,95527,
18927,21217,0065.05992,95,ILE DE FRANCE,VAL D'OISE,ROISSY EN FRANCE,NIPPON EXPRESS FRANCE,665182,6877520,2018-06-08,A,NS,Industries,En fonctionnement,95700,95527,
18928,21218,0065.05994,95,ILE DE FRANCE,VAL D'OISE,ROISSY EN FRANCE,AIR FRANCE Industries,664503,6879184,2017-04-06,A,NS,Industries,En fonctionnement,95700,95527,
18929,21219,0065.05997,95,ILE DE FRANCE,VAL D'OISE,ROISSY EN FRANCE,AEROPORTS DE PARIS - CTFE,666351,6878691,2020-01-31,A,NS,Industries,En fonctionnement,95931,95527,
18930,21220,0065.06013,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,OTELO,637585,6882891,2016-06-10,A,NS,Industries,En fonctionnement,95066,95572,
18931,21221,0065.06027,95,ILE DE FRANCE,VAL D'OISE,ST LEU LA FORET,METAUX DE SAINT LEU (SRM),645232,6878398,2020-10-09,A,NS,Industries,En fonctionnement,95320,95563,38.32Z
18932,21222,0065.06030,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,COGETRAD Industries(ex COSODE),637018,6884282,2020-06-03,A,NS,Industries,En fonctionnement,95066,95572,38.12Z
18933,21223,0065.06033,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,TAKASAGO E.P.L.,637690,6883220,2020-11-17,A,SB,Industries,En fonctionnement,95066,95572,20.53Z
18934,21224,0065.06043,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,CGECP,638131,6882446,2020-03-05,A,NS,Industries,En fonctionnement,95066,95572,38.11Z
18935,21225,0065.06044,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,3M FRANCE,637345,6883447,2020-06-02,A,SB,Industries,En fonctionnement,95310,95572,
18936,21226,0065.06045,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,VECTURA ARCHIVAGE,637576,6884279,2021-03-04,E,NS,Industries,En fonctionnement,95066,95572,
18937,21227,0065.06046,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,AMPERE INDUSTRIE,637325,6883369,2020-12-01,A,SH,Industries,En fonctionnement,95066,95572,
18938,21228,0065.06050,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,NVPR SAS,636474,6883538,2018-11-29,A,NS,Industries,En fonctionnement,95310,95572,
18939,21229,0065.06067,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,SEPANOR ,636318,6885074,2021-01-07,E,NS,Industries,En fonctionnement,95066,95572,
18940,21230,0065.06068,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,"Sté d'Equipements, Systèmes et Mécanisme",636731,6885493,2020-12-09,A,NS,Industries,En fonctionnement,95066,95572,33.12Z
18941,21231,0065.06073,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,AMF QUALITE SECURITE ENVIRONNEMENT,637178,6885101,2020-03-03,A,NS,Industries,En fonctionnement,95066,95572,
18942,21233,0065.06090,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,POUBLAN,636926,6883898,2016-11-22,E,NS,Industries,En fonctionnement,95066,95572,17.12Z
18943,21234,0065.06102,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,SIKA AUTOMOTIVE FRANCE (ex AXSON),636850,6882903,2019-09-27,A,SB,Industries,En fonctionnement,95310,95572,
18944,21235,0065.06103,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,REVIMA SOA (ex CHROMALLOY),637265,6884008,2020-09-30,A,NS,Industries,En fonctionnement,95066,95572,
18945,21236,0065.06104,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,HAUGUEL (Distillerie),635156,6884037,2020-11-26,A,NS,Industries,En fonctionnement,95066,95572,
18946,21237,0065.06111,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,LISI Aerospace,636165,6883649,2018-10-28,E,NS,Industries,En fonctionnement,95066,95572,25.94Z
18947,21238,0065.06112,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,CENERGY ( exCYEL )- SOA,635325,6881456,2021-03-05,A,NS,Industries,En fonctionnement,95066,95572,35.30Z
18948,21239,0065.06115,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,FINANCIERE LOGIMMO ET DEVELOPPEMENT,635791,6884808,2020-11-26,A,SB,Industries,En fonctionnement,95066,95572,
18949,21240,0065.06135,95,ILE DE FRANCE,VAL D'OISE,SARCELLES,SOFINADE (ex LE DANTEC),655489,6877340,2019-09-19,A,NS,Industries,En fonctionnement,95200,95585,25.61Z
18950,21241,0065.06138,95,ILE DE FRANCE,VAL D'OISE,SARCELLES,SARCELLES ENERGIE,654318,6876337,2019-03-25,A,NS,Industries,En fonctionnement,95200,95585,
18951,21243,0065.06143,95,ILE DE FRANCE,VAL D'OISE,SARCELLES,TERRANAE,654370,6875414,2016-01-26,E,NS,Industries,En fonctionnement,95200,95585,
18952,21244,0065.06146,95,ILE DE FRANCE,VAL D'OISE,SARCELLES,SAREN (SIGIDURS),655182,6877831,2020-06-30,A,NS,Industries,En fonctionnement,95200,95585,38.21Z
18953,21245,0065.06155,95,ILE DE FRANCE,VAL D'OISE,SERAINCOURT,TSM  TRAITEMENTS SURFACE MECANI,617559,6881239,2020-11-17,A,NS,Industries,En fonctionnement,95450,95592,25.61Z
18954,21246,0065.06162,95,ILE DE FRANCE,VAL D'OISE,SOISY SOUS MONTMORENCY,DECO SYSTEME,649564,6877206,2019-11-28,A,NS,Industries,En fonctionnement,95230,95598,23.69Z
18955,21247,0065.06163,95,ILE DE FRANCE,VAL D'OISE,SURVILLIERS,JPG (J.PAUL GUISSET),666876,6888086,2021-01-26,E,NS,Industries,En fonctionnement,95470,95604,
18956,21248,0065.06164,95,ILE DE FRANCE,VAL D'OISE,SURVILLIERS,NCS PYROTECHNIE,666671,6888242,2021-01-26,A,SH,Industries,En fonctionnement,95470,95604,20.51Z
18957,21249,0065.06167,95,ILE DE FRANCE,VAL D'OISE,BAILLET EN FRANCE,PLACOPLATRE,648025,6884136,2020-10-28,A,NS,Carrières,En fonctionnement,95560,95042,
18958,21250,0065.06179,95,ILE DE FRANCE,VAL D'OISE,THEMERICOURT,SCA NATUP (ex CAP SEINE) THEMERICOURT,621531,6889690,2013-08-27,E,NS,Industries,En fonctionnement,95450,95610,46.21Z
18959,21251,0065.06218,75,ILE DE FRANCE,PARIS,PARIS 03,GALVAN'OR 2000 (i3923),652907,6862638,2020-10-29,E,NS,Industries,En fonctionnement,75003,75103,
18960,21252,0065.06220,75,ILE DE FRANCE,PARIS,PARIS 06,MONNAIE DE PARIS 5ème (i3172),651133,6861390,2019-07-19,A,NS,Industries,En fonctionnement,75006,75106,
18961,21253,0065.06223,75,ILE DE FRANCE,PARIS,PARIS 10,BERTIN ET AUBERT (i1405),653182,6864037,2018-07-11,A,NS,Industries,En fonctionnement,75010,75110,25.61Z
18962,21254,0065.06225,75,ILE DE FRANCE,PARIS,PARIS 11,TEXIER (i261),654820,6862322,2021-03-02,E,NS,Industries,En fonctionnement,75011,75111,90.03A
18963,21255,0065.06227,75,ILE DE FRANCE,PARIS,PARIS 11,PRM (i1978),654820,6862322,2019-11-19,E,NS,Industries,En fonctionnement,75011,75111,
18964,21256,0065.06230,75,ILE DE FRANCE,PARIS,PARIS 11,DESBOURDES (i2483),654820,6862322,2019-02-05,E,NS,Industries,En fonctionnement,75011,75111,25.61Z
18965,21257,0065.06233,75,ILE DE FRANCE,PARIS,PARIS 12,CPCU ,654005,6860466,2019-07-03,A,NS,Industries,En fonctionnement,75012,75112,35.30Z
18966,21258,0065.06234,75,ILE DE FRANCE,PARIS,PARIS 13,RATP CHOISY-Département  maintenance,652646,6858937,2020-02-26,E,NS,Industries,En fonctionnement,75013,75113,
18967,21259,0065.06236,75,ILE DE FRANCE,PARIS,PARIS 15,CPCU VAUGIRARD,649367,6859599,2019-12-18,A,NS,Industries,En fonctionnement,75015,75115,35.30Z
